code,complexity
"def nested_loop_variant29(m, n):
    # Increases total by 1 if the chosen sequence is a palindrome (as a list)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current == current[::-1]:
                total += 1
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant30(m, n):
    # Adds the smallest element of the chosen sequence (if exists), from its sorted order
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += sorted(current)[0]
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant31(m, n):
    # Adds the largest element of the chosen sequence (if exists)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += sorted(current)[-1]
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant32(m, n):
    # Adds the product of the sum of chosen indices and the length of the sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) * len(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant33(m, n):
    # Adds the sum of maximum and minimum of the chosen sequence (if exists)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += (max(current) if current else 0) + (min(current) if current else 0)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant34(m, n):
    # Sums the cube of the sum of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            s = sum(current)
            total += s**3
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant35(m, n):
    # If there are at least 2 elements, adds product of the first two; otherwise 0
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += current[0] * current[1] if len(current) >= 2 else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant36(m, n):
    # Adds 1 if all chosen indices are even
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if all(x % 2 == 0 for x in current):
                total += 1
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant37(m, n):
    # Adds 1 if all chosen indices are odd
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if all(x % 2 == 1 for x in current):
                total += 1
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant38(m, n):
    # Adds the absolute difference between max and min of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += abs(max(current) - min(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant39(m, n):
    # Adds (max - min) of chosen indices (or 0 if empty)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += (max(current) - min(current))
            else:
                total += 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant40(m, n):
    # Adds the square root of the sum of chosen indices
    import math
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += math.sqrt(sum(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant41(m, n):
    # Adds the rounded average of the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            avg = sum(current) / (len(current) or 1)
            total += round(avg)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant42(m, n):
    # Adds the number of unique values in the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += len(set(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant43(m, n):
    # Adds the square of the length of the chosen sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (len(current))**2
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant44(m, n):
    # Doubles the sum of the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 2 * sum(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant45(m, n):
    # Adds the sum of the chosen indices plus m
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) + m
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant46(m, n):
    # Adds the difference between the sum of squares and the sum of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(x*x for x in current) - sum(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant47(m, n):
    # Adds the absolute value of the sum of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += abs(sum(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant48(m, n):
    # Adds the square of the maximum chosen index (if available)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (max(current)**2 if current else 0)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant49(m, n):
    # Adds the square of the minimum chosen index (if available)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (min(current)**2 if current else 0)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant50(m, n):
    # Adds the sum of chosen indices modulo (n+1)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) % (n+1)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant51(m, n):
    # Increments total by 1 if the sum of chosen indices is positive
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 1 if sum(current) > 0 else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant52(m, n):
    # Always adds 1 (for each complete sequence)
    total = 0
    def rec(depth):
        nonlocal total
        if depth == m:
            total += 1
        else:
            for i in range(n):
                rec(depth+1)
    rec(0)
    return total",O(n^m)
"def nested_loop_variant53(m, n):
    # Sums the first and last element of the chosen sequence if non-empty
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += current[0] + current[-1]
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant54(m, n):
    # Adds the square of the smallest element of the chosen sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += sorted(current)[0]**2
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant55(m, n):
    # Adds the square of the largest element of the chosen sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += sorted(current)[-1]**2
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant56(m, n):
    # Adds the sum of the chosen indices plus the length of the sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) + len(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant57(m, n):
    # Adds the cube of the maximum of the chosen indices (if any)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += max(current)**3
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant58(m, n):
    # Adds the cube of the minimum of the chosen indices (if any)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += min(current)**3
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant59(m, n):
    # Adds the integer division of the sum of chosen indices by the length
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) // (len(current) or 1)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant60(m, n):
    # Adds the sum of chosen indices plus 10
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) + 10
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant61(m, n):
    # Adds the sum of chosen indices minus 10
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) - 10
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant62(m, n):
    # Adds the absolute difference between the sum of chosen indices and m
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += abs(sum(current) - m)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant63(m, n):
    # Adds 1 if the chosen sequence has all distinct values
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 1 if len(set(current)) == len(current) else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant64(m, n):
    # Adds the square root of the sum of chosen indices (if non-negative)
    import math
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            s = sum(current)
            total += math.sqrt(s) if s >= 0 else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant65(m, n):
    # Adds the difference (max - min) of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m and current:
            total += max(current) - min(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant66(m, n):
    # Adds the sum of chosen indices plus the maximum (if exists)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) + (max(current) if current else 0)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant67(m, n):
    # Adds the product of the sum and the count of unique values in the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) * len(set(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant68(m, n):
    # Adds the sum of chosen indices modulo (m+2)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) % (m+2)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant69(m, n):
    # Adds three times the sum of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 3 * sum(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant70(m, n):
    # Adds four times the sum of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 4 * sum(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant71(m, n):
    # Adds the square of the sum of chosen indices plus 7
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            s = sum(current)
            total += s*s + 7
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant72(m, n):
    # Adds 2^(sum(current)) if sum(current) < 10, else adds 0
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            s = sum(current)
            total += 2**s if s < 10 else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant73(m, n):
    # Adds 2^(length of chosen sequence)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 2**(len(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant74(m, n):
    # Adds factorial of the length of chosen sequence
    import math
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += math.factorial(len(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant75(m, n):
    # Multiplies the sum of chosen indices by the maximum (if exists)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += sum(current) * max(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant76(m, n):
    # Multiplies the minimum (if exists) by the maximum (if exists)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += min(current) * max(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant77(m, n):
    # Adds square of the sum of chosen indices minus the sum
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            s = sum(current)
            total += s*s - s
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant78(m, n):
    # Adds the absolute difference between the sum and the maximum of chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += abs(sum(current) - max(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant79(m, n):
    # If non-empty, adds the sum of max and min of chosen indices; otherwise 0
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (max(current) + min(current)) if current else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant80(m, n):
    # Sums all even numbers from the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(x for x in current if x % 2 == 0)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant81(m, n):
    # Sums all odd numbers from the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(x for x in current if x % 2 == 1)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant82(m, n):
    # Multiplies the maximum chosen index by the length of the sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (max(current) if current else 0) * len(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant83(m, n):
    # Multiplies the minimum chosen index by the length of the sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (min(current) if current else 0) * len(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant84(m, n):
    # Adds twice the sum of chosen indices minus the length
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 2 * sum(current) - len(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant85(m, n):
    # Adds the sum of the maximum and minimum chosen indices (if present)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current:
                total += max(current) + min(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant86(m, n):
    # Adds the integer division of the sum by (1 + length of chosen sequence)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) // (1 + len(current))
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant87(m, n):
    # Adds the sum of the squares of the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(x**2 for x in current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant88(m, n):
    # Adds the sum of the cubes of the chosen indices
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(x**3 for x in current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant89(m, n):
    # Adds the square root of the maximum chosen index
    import math
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += math.sqrt(max(current)) if current else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant90(m, n):
    # Adds the square root of the minimum chosen index
    import math
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += math.sqrt(min(current)) if current else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant91(m, n):
    # Adds the sum of the chosen indices plus 1 if the first element is even
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            bonus = 1 if (current and current[0] % 2 == 0) else 0
            total += sum(current) + bonus
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant92(m, n):
    # Adds the sum of the chosen indices plus 1 if the first element is odd
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            bonus = 1 if (current and current[0] % 2 == 1) else 0
            total += sum(current) + bonus
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant93(m, n):
    # Adds the sum of the chosen indices modulo (max(current)+1) if nonzero
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current and max(current) != 0:
                total += sum(current) % (max(current)+1)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant94(m, n):
    # Adds the sum of the chosen indices modulo (min(current)+1) if nonzero
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            if current and min(current) != 0:
                total += sum(current) % (min(current)+1)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant95(m, n):
    # Adds the square of the sum of chosen indices modulo (n+1)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (sum(current)**2) % (n+1)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant96(m, n):
    # Adds the cube of the sum of chosen indices modulo (n+1)
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (sum(current)**3) % (n+1)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant97(m, n):
    # Adds 1 if the sum of chosen indices is greater than n//2, else 0
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += 1 if sum(current) > (n//2) else 0
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant98(m, n):
    # Multiplies the first chosen element (if exists) by the length of the sequence
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += (current[0] if current else 0) * len(current)
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant99(m, n):
    # Adds the sum of chosen indices plus twice m
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) + 2*m
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def nested_loop_variant100(m, n):
    # Adds the sum of chosen indices minus twice m
    total = 0
    def rec(depth, current):
        nonlocal total
        if depth == m:
            total += sum(current) - 2*m
        else:
            for i in range(n):
                rec(depth+1, current + [i])
    rec(0, [])
    return total",O(n^m)
"def permutations_variant1(lst):
    if len(lst) == 1:
        return [lst]
    result = []
    for i in range(len(lst)):
        rest = lst[:i] + lst[i+1:]
        for p in permutations_variant1(rest):
            result.append([lst[i]] + p)
    return result",O(n!)
"def permutations_variant2(lst):
    # Using recursion with slicing
    if len(lst) <= 1:
        return [lst]
    res = []
    for i, el in enumerate(lst):
        for perm in permutations_variant2(lst[:i] + lst[i+1:]):
            res.append([el] + perm)
    return res",O(n!)
"def permutations_variant3(lst):
    # Recursively inserting the first element in every position
    if len(lst) == 0:
        return [[]]
    first = lst[0]
    rest_perms = permutations_variant3(lst[1:])
    result = []
    for perm in rest_perms:
        for pos in range(len(perm)+1):
            result.append(perm[:pos] + [first] + perm[pos:])
    return result",O(n!)
"def permutations_variant4(lst):
    if len(lst) == 1:
        return [lst]
    ans = []
    for i in range(len(lst)):
        left = lst[i]
        right = lst[:i] + lst[i+1:]
        for p in permutations_variant4(right):
            ans.append([left] + p)
    return ans",O(n!)
"def permutations_variant5(lst):
    # Variant with an accumulator
    def rec(current, remaining):
        if not remaining:
            return [current]
        out = []
        for i in range(len(remaining)):
            out.extend(rec(current + [remaining[i]], remaining[:i] + remaining[i+1:]))
        return out
    return rec([], lst)",O(n!)
"def permutations_variant6(lst):
    if len(lst) < 2:
        return [lst]
    result = []
    for i in range(len(lst)):
        for p in permutations_variant6(lst[:i] + lst[i+1:]):
            result.append([lst[i]] + p)
    return result",O(n!)
"def permutations_variant7(lst):
    # Insertion method variant
    if len(lst) == 0:
        return [[]]
    first = lst[0]
    perms = permutations_variant7(lst[1:])
    res = []
    for perm in perms:
        for j in range(len(perm)+1):
            res.append(perm[:j] + [first] + perm[j:])
    return res",O(n!)
"def permutations_variant8(lst):
    # Recursive with for-each loop
    if not lst:
        return [[]]
    output = []
    for index, item in enumerate(lst):
        for subperm in permutations_variant8(lst[:index] + lst[index+1:]):
            output.append([item] + subperm)
    return output",O(n!)
"def permutations_variant9(lst):
    # Permutations using recursion and list comprehension
    if len(lst) == 1:
        return [lst]
    return [ [lst[i]] + p for i in range(len(lst)) for p in permutations_variant9(lst[:i] + lst[i+1:]) ]",O(n!)
"def permutations_variant10(lst):
    # Same idea with an explicit loop
    if len(lst) == 0:
        return [[]]
    result = []
    for i in range(len(lst)):
        remaining = lst[:i] + lst[i+1:]
        for perm in permutations_variant10(remaining):
            result.append([lst[i]] + perm)
    return result",O(n!)
"def permutations_variant11(lst):
    # Generating permutations by swapping
    def swap(a, i, j):
        a[i], a[j] = a[j], a[i]
    def helper(a, start, res):
        if start == len(a) - 1:
            res.append(a.copy())
        else:
            for i in range(start, len(a)):
                swap(a, start, i)
                helper(a, start+1, res)
                swap(a, start, i)
    res = []
    helper(lst, 0, res)
    return res",O(n!)
"def permutations_variant12(lst):
    # Using recursion with in-place modification and backtracking
    def backtrack(start):
        if start == len(lst):
            output.append(lst.copy())
        for i in range(start, len(lst)):
            lst[start], lst[i] = lst[i], lst[start]
            backtrack(start+1)
            lst[start], lst[i] = lst[i], lst[start]
    output = []
    backtrack(0)
    return output",O(n!)
"def permutations_variant13(lst):
    # Recursive approach with split-and-conquer
    if len(lst) <= 1:
        return [lst]
    out = []
    for i in range(len(lst)):
        for p in permutations_variant13(lst[:i] + lst[i+1:]):
            out.append([lst[i]] + p)
    return out",O(n!)
"def permutations_variant14(lst):
    # Variant using recursion with a helper to carry the current permutation
    def generate(current, remaining):
        if not remaining:
            result.append(current)
        else:
            for i in range(len(remaining)):
                generate(current + [remaining[i]], remaining[:i] + remaining[i+1:])
    result = []
    generate([], lst)
    return result",O(n!)
"def permutations_variant15(lst):
    # Variant that builds a string permutation for a string input
    if len(lst) <= 1:
        return [lst]
    result = []
    for i in range(len(lst)):
        for p in permutations_variant15(lst[:i] + lst[i+1:]):
            result.append(lst[i] + p)
    return result",O(n!)
"def permutations_variant16(lst):
    # Permutations via recursion with list slicing (alternative formatting)
    if len(lst) == 1:
        return [lst]
    return [[lst[i]] + p for i in range(len(lst)) for p in permutations_variant16(lst[:i] + lst[i+1:])]",O(n!)
"def permutations_variant17(lst):
    # Recursive algorithm generating all arrangements
    if not lst:
        return [[]]
    perms = []
    for i, x in enumerate(lst):
        for subperm in permutations_variant17(lst[:i] + lst[i+1:]):
            perms.append([x] + subperm)
    return perms",O(n!)
"def permutations_variant18(lst):
    # Recursion with a for loop and list concatenation
    if len(lst) == 0:
        return [[]]
    output = []
    for i in range(len(lst)):
        for perm in permutations_variant18(lst[:i] + lst[i+1:]):
            output += [[lst[i]] + perm]
    return output",O(n!)
"def permutations_variant19(lst):
    # Permutations using recursion, with early base case
    if len(lst) == 1:
        return [lst]
    ans = []
    for i in range(len(lst)):
        for tail in permutations_variant19(lst[:i] + lst[i+1:]):
            ans.append([lst[i]] + tail)
    return ans",O(n!)
"def permutations_variant20(lst):
    # Recursive permutation generation using an accumulator parameter
    def helper(prefix, remaining):
        if not remaining:
            res.append(prefix)
        else:
            for i in range(len(remaining)):
                helper(prefix + [remaining[i]], remaining[:i] + remaining[i+1:])
    res = []
    helper([], lst)
    return res",O(n!)
"def permutations_variant21(lst):
    # Using a recursive insertion approach
    if len(lst) == 0:
        return [[]]
    sub = permutations_variant21(lst[1:])
    res = []
    for perm in sub:
        for pos in range(len(perm)+1):
            res.append(perm[:pos] + [lst[0]] + perm[pos:])
    return res",O(n!)
"def permutations_variant22(lst):
    # Variant that uses recursion with enumerate
    if len(lst) == 1:
        return [lst]
    output = []
    for index, element in enumerate(lst):
        for p in permutations_variant22(lst[:index] + lst[index+1:]):
            output.append([element] + p)
    return output",O(n!)
"def permutations_variant23(lst):
    # Recursively build permutations by splitting off the first element
    if len(lst) < 2:
        return [lst]
    first, rest = lst[0], lst[1:]
    perms = permutations_variant23(rest)
    return [[first] + p for p in perms] + [p + [first] for p in perms]",O(n!)
"def permutations_variant24(lst):
    # Recursively generate permutation by choosing a pivot element
    if len(lst) <= 1:
        return [lst]
    result = []
    for i in range(len(lst)):
        pivot = lst[i]
        remaining = lst[:i] + lst[i+1:]
        for tail in permutations_variant24(remaining):
            result.append([pivot] + tail)
    return result",O(n!)
"def permutations_variant25(lst):
    # Permutations via recursive removal of one element at a time
    if not lst:
        return [[]]
    perms = []
    for i in range(len(lst)):
        for subperm in permutations_variant25(lst[:i] + lst[i+1:]):
            perms.append([lst[i]] + subperm)
    return perms",O(n!)
"def permutations_variant26(lst):
    # Another style using recursion and list comprehension
    if len(lst) == 1:
        return [lst]
    return [ [lst[i]] + perm for i in range(len(lst)) for perm in permutations_variant26(lst[:i] + lst[i+1:]) ]",O(n!)
"def permutations_variant27(lst):
    # Generate permutations with recursion and backtracking
    res = []
    def backtrack(start):
        if start == len(lst):
            res.append(lst.copy())
        for i in range(start, len(lst)):
            lst[start], lst[i] = lst[i], lst[start]
            backtrack(start+1)
            lst[start], lst[i] = lst[i], lst[start]
    backtrack(0)
    return res",O(n!)
"def permutations_variant28(lst):
    # Recursively generate permutations with swapping (alternative formatting)
    def rec(a, l, r):
        if l == r:
            output.append(a.copy())
        else:
            for i in range(l, r+1):
                a[l], a[i] = a[i], a[l]
                rec(a, l+1, r)
                a[l], a[i] = a[i], a[l]
    output = []
    rec(lst, 0, len(lst)-1)
    return output",O(n!)
"def permutations_variant29(lst):
    # Recursive permutation generator with explicit loop
    if len(lst) == 1:
        return [lst]
    result = []
    for i in range(len(lst)):
        remaining = lst[:i] + lst[i+1:]
        for perm in permutations_variant29(remaining):
            result.append([lst[i]] + perm)
    return result",O(n!)
